"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
325,"Wales","Economic Conditions","[NONE]","7",88,"Bad thing","Male",1961,"Working class","Large town or city","No, do not belong to a denomination",1,"the star"
326,"West Midlands","Discussion about national constitution","Liberal Democrats","5",6,"Neither","Female",1952,"Lower middle class","Rural area or village","Protestant",4,"daily telegraph"
327,"London","Immigration","Conservatives","7",5,"Bad thing","Male",1929,"Working class","Large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
328,"South West","Immigration","Conservatives","7",7,"Bad thing","Female",1976,"Middle class","Suburbs of large town or city","Church of England",4,"sun"
328,"South West","Immigration","Conservatives","7",7,"Bad thing","Female",1976,"Middle class","Suburbs of large town or city","Church of England",4,"daily mail"
328,"South West","Immigration","Conservatives","7",7,"Bad thing","Female",1976,"Middle class","Suburbs of large town or city","Church of England",4,"daily express"
329,"Scotland","Single Market/Common market","Scottish National Party","7",3,"Bad thing","Male",1945,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"the mail"
330,"East of England","Economic Conditions","[DK]","1 Day",0,"Neither","Female",1984,"Working class","Small or middle-sized town","Other",5,"Don't read newspapers"
331,"East of England","Unemployment","[DK]","7",5,"Bad thing","Female",1991,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
331,"East of England","Unemployment","[DK]","7",5,"Bad thing","Female",1991,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"hunts post/ the local newspaper"
332,"Scotland","Unemployment","[DK]","4",8,"Neither","Female",1986,"Lower middle class","Small or middle-sized town","Roman Catholic",5,"Don't read newspapers"
333,"Scotland","Unemployment","Labour","7",5,"Neither","Female",1947,"Middle class","Large town or city","Roman Catholic",5,"the times"
333,"Scotland","Unemployment","Labour","7",5,"Neither","Female",1947,"Middle class","Large town or city","Roman Catholic",5,"sunday post"
333,"Scotland","Unemployment","Labour","7",5,"Neither","Female",1947,"Middle class","Large town or city","Roman Catholic",5,"mail on sunday"
334,"Scotland","National Way of Life (reference to patriotism/nationalism, support/opposition for established national ideas and/or valu","Conservatives","7",7,"Good thing","Female",7777,"Lower middle class","Rural area or village","Church of England",3,"glasgow herald"
335,"Yorkshire and The Humber","Unemployment","Conservatives","2",7,"Good thing","Male",1968,"Middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
336,"North West","Economic Conditions","[DK]","2",88,"[DK]","Female",1981,"Lower middle class","Small or middle-sized town","Other",4,"the star"
337,"South East","Single Market/Common market","[DK]","6",7,"Bad thing","Male",1930,"Lower middle class","Small or middle-sized town","Church of England",4,"daily telegraph"
338,"West Midlands","Economic Conditions","Conservatives","7",6,"Neither","Male",1965,"Working class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
339,"East of England","National health care policy","[NONE]","7",3,"Good thing","Female",1961,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",3,"guardian"
339,"East of England","National health care policy","[NONE]","7",3,"Good thing","Female",1961,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",3,"sunday times"
340,"North West","Immigration","[DK]","7",88,"Neither","Female",1931,"Working class","Suburbs of large town or city","Jewish",4,"the mirror"
341,"Yorkshire and The Humber","Economic Conditions","Labour","7",7,"Good thing","Male",1987,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the times"
342,"South East","Economic Conditions","Conservatives","7",10,"Neither","Male",1963,"Working class","Large town or city","No, do not belong to a denomination",1,"sun"
343,"London","Economic Conditions","[NONE]","7",10,"Neither","Male",1970,"Middle class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
344,"North East","Law and Order (code this if you cannot use specific codes)","UK Independence Party (UKIP)","7",6,"Good thing","Female",1983,"Lower middle class","Suburbs of large town or city","Roman Catholic",5,"daily mail"
344,"North East","Law and Order (code this if you cannot use specific codes)","UK Independence Party (UKIP)","7",6,"Good thing","Female",1983,"Lower middle class","Suburbs of large town or city","Roman Catholic",5,"the evening cronical"
344,"North East","Law and Order (code this if you cannot use specific codes)","UK Independence Party (UKIP)","7",6,"Good thing","Female",1983,"Lower middle class","Suburbs of large town or city","Roman Catholic",5,"news of the world"
345,"London","Law and Order (code this if you cannot use specific codes)","[NONE]","5",5,"Bad thing","Female",1962,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"barkinng and dagenham"
346,"South East","Unemployment","Conservatives","4",10,"Good thing","Female",1971,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the evening news"
347,"Scotland","Economic Conditions","Labour","7",5,"Good thing","Female",1937,"Lower middle class","Rural area or village","Presbyterian/Church of Scotland",5,"the herold"
348,"South West","Unemployment","Labour","4",6,"Good thing","Male",1987,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
349,"South East","Law and Order (code this if you cannot use specific codes)","[NONE]","7",4,"Neither","Female",1950,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"daily express"
350,"South East","Economic Conditions","[NONE]","7",10,"Neither","Female",1968,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
351,"North West","National Crime prevention policy(ies)","[NONE]","3",7,"Bad thing","Male",1968,"Working class","Large town or city","No, do not belong to a denomination",3,"daily mail"
352,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",0,"Good thing","Female",1959,"Middle class","Rural area or village","Presbyterian/Church of Scotland",4,"sun"
352,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",0,"Good thing","Female",1959,"Middle class","Rural area or village","Presbyterian/Church of Scotland",4,"daily telegraph"
352,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",0,"Good thing","Female",1959,"Middle class","Rural area or village","Presbyterian/Church of Scotland",4,"guardian"
353,"West Midlands","Economic Conditions","[NONE]","2",88,"Bad thing","Male",1968,"Working class","Suburbs of large town or city","Other",4,"Don't read newspapers"
354,"Yorkshire and The Humber","Unemployment","Conservatives","4",6,"Good thing","Female",1989,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
355,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",5,"Bad thing","Male",1938,"Working class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
356,"Yorkshire and The Humber","Unemployment","[NONE]","7",3,"Bad thing","Male",1963,"Working class","Rural area or village","Protestant",3,"the independent"
357,"Yorkshire and The Humber","Any other topic","[DK]","2",88,"[DK]","Female",1952,"Working class","Rural area or village","No, do not belong to a denomination",7,"the mirror"
357,"Yorkshire and The Humber","Any other topic","[DK]","2",88,"[DK]","Female",1952,"Working class","Rural area or village","No, do not belong to a denomination",7,"news of the world"
358,"London","Young People (policies aimed at, treatment)","Conservatives","6",8,"Neither","Male",1967,"Middle class","Suburbs of large town or city","Roman Catholic",6,"Don't read newspapers"
359,"London","Unemployment","[NONE]","5",5,"Neither","Female",1963,"Working class","Large town or city","Methodist",4,"sun"
360,"South West","Unemployment","[DK]","5",5,"Good thing","Female",1963,"Middle class","Suburbs of large town or city","Other",4,"citizen"
361,"East Midlands","Political Authority: Strong Government, Government Stability","[NONE]","7",6,"Neither","Female",1933,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
362,"London","Immigration","[NONE]","7",77,"Bad thing","Female",1946,"Working class","Suburbs of large town or city","Jewish",4,"daily mail"
363,"London","Debt (public debt of a state, a community etc.)","[NONE]","7",6,"Good thing","Male",1974,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"the times"
363,"London","Debt (public debt of a state, a community etc.)","[NONE]","7",6,"Good thing","Male",1974,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"metro"
364,"South East","Debt (public debt of a state, a community etc.)","Conservatives","7",8,"Bad thing","Male",1979,"Middle class","Rural area or village","No, do not belong to a denomination",5,"sun"
364,"South East","Debt (public debt of a state, a community etc.)","Conservatives","7",8,"Bad thing","Male",1979,"Middle class","Rural area or village","No, do not belong to a denomination",5,"daily telegraph"
